"Customer Name","PO Number","SKU Code","Facility Name","Facility Location","PO Date","PO Expiry Date",HSN,"Portal Code","Item Code",Description,GST,"Basic Rate","Product Basic Rate","Basic Rate Confirmation","Net Landing Rate","Product Net Landing Rate","Net Landing Rate Confirmation",MRP,"Product MRP","MRP Confirmation","Case Pack Quantity","PO Quantity","Available Quantity","Unavailable Quantity","Warehouse Allocation",Reason
"Moonstone Ventures LLP - Faridabad",49060210012686,B11011,"Moonstone Ventures LLP - Faridabad",Faridabad,09-06-2026,09-07-2026,70133700,Blinkit,10144269,"Ocean Plaza Glass(Carton)",18,502.20467,402,Incorrect,592.6,474.36,Incorrect,1138,,Incorrect,72,36,36,0,"Baroda Warehouse 1 - PO Qty: 36, Available: 36, Unavailable: 0",
"Moonstone Ventures LLP - Faridabad",49060210012686,B13013,"Moonstone Ventures LLP - Faridabad",Faridabad,09-06-2026,09-07-2026,70133700,Blinkit,10124985,"Ocean Ivory Hiball Glass Set(Pack)",18,470.7794,402,Incorrect,555.52,474.36,Incorrect,1063,,Incorrect,72,12,12,0,"Baroda Warehouse 1 - PO Qty: 12, Available: 12, Unavailable: 0",
"Moonstone Ventures LLP - Faridabad",49060210012686,4GH009C034,"Moonstone Ventures LLP - Faridabad",Faridabad,09-06-2026,09-07-2026,70131000,Blinkit,10153533,"Ocean Lumi Borosilicate Glass Bottle",18,203.38983050847,162,Incorrect,240,191.16,Incorrect,572,,Incorrect,0,72,72,0,"Baroda Warehouse 1 - PO Qty: 72, Available: 72, Unavailable: 0",
"Moonstone Ventures LLP - Faridabad",49060210012686,B00914,"Moonstone Ventures LLP - Faridabad",Faridabad,09-06-2026,09-07-2026,70131000,Blinkit,10209412,"Ocean Pilsner Beer Glass Set (400 ml, Transparent)(Box)",18,523.335455,407,Incorrect,617.54,480.26,Incorrect,1188,,Incorrect,48,24,24,0,"Baroda Warehouse 1 - PO Qty: 24, Available: 24, Unavailable: 0",
"Moonstone Ventures LLP - Pune P3",43885710051836,BMHM1000,"Moonstone Ventures LLP - Pune P3","Pune P3",09-06-2026,09-07-2026,70139900,Blinkit,10235006,"Pasabahce Glass Homemade Jar(Pack)",18,500.324,393,Incorrect,590.38,463.74,Incorrect,1180,,Incorrect,0,18,18,0,"Baroda Warehouse 1 - PO Qty: 18, Available: 18, Unavailable: 0",
"Moonstone Ventures LLP - Bengaluru B5",49989910020287,1204823,"Moonstone Ventures LLP - Bengaluru B5","Bengaluru B5",09-06-2026,09-07-2026,70133700,Blinkit,10160824,"Pasabahce Rain Water Glass Set",18,377.57,296,Incorrect,445.53,349.28,Incorrect,891,,Incorrect,24,18,18,0,"Baroda Warehouse 1 - PO Qty: 18, Available: 18, Unavailable: 0",
"Moonstone Ventures LLP - Bengaluru B5",49989910020287,1024021,"Moonstone Ventures LLP - Bengaluru B5","Bengaluru B5",09-06-2026,09-07-2026,70133700,Blinkit,10160832,"Pasabahce Allegra Red Wine Glass Set",18,462.9074,356,Incorrect,546.23,420.08,Incorrect,1092,,Incorrect,24,36,0,36,"Baroda Warehouse 1 - PO Qty: 36, Available: 0, Unavailable: 36<br>PO Required: 36",
"Moonstone Ventures LLP - Bengaluru B5",49989910020287,1204334,"Moonstone Ventures LLP - Bengaluru B5","Bengaluru B5",09-06-2026,09-07-2026,70133700,Blinkit,10160819,"Pasabahce Echo Whiskey Glass Set",18,362.81,296,Incorrect,428.12,349.28,Incorrect,857,,Incorrect,24,18,18,0,"Baroda Warehouse 1 - PO Qty: 18, Available: 18, Unavailable: 0",
"Moonstone Ventures LLP - Bengaluru B5",49989910020287,BMHM1000,"Moonstone Ventures LLP - Bengaluru B5","Bengaluru B5",09-06-2026,09-07-2026,70139900,Blinkit,10235006,"Pasabahce Glass Homemade Jar(Pack)",18,500.324,393,Incorrect,590.38,463.74,Incorrect,1180,,Incorrect,0,54,21,33,"Baroda Warehouse 1 - PO Qty: 54, Available: 39, Unavailable: 15<br>PO Required: 15",
"Moonstone Ventures LLP - Moonstone - Jaipur J3",6478510113176,1204334,"Moonstone Ventures LLP - Moonstone - Jaipur J3","Jaipur J3",09-06-2026,09-07-2026,70133700,Blinkit,10160819,"Pasabahce Echo Whiskey Glass Set",18,362.81,296,Incorrect,428.12,349.28,Incorrect,857,,Incorrect,24,6,6,0,"Baroda Warehouse 1 - PO Qty: 6, Available: 6, Unavailable: 0",
