"Customer Name","PO Number","SKU Code","Facility Name","Facility Location","PO Date","PO Expiry Date",HSN,"Portal Code","Item Code",Description,GST,"Basic Rate","Product Basic Rate","Basic Rate Confirmation","Net Landing Rate","Product Net Landing Rate","Net Landing Rate Confirmation",MRP,"Product MRP","MRP Confirmation","Case Pack Quantity","PO Quantity","Available Quantity","Unavailable Quantity","Warehouse Allocation",Reason
"RETAILEZ PRIVATE LIMITED - ISK3",27J5QF7C,JR2,"RETAILEZ PRIVATE LIMITED - ISK3",ISK3,09-03-2026,12-04-2026,70134900,Amazon,B07SZ867ZX,"Yera Glass Aahaar Jars Storage Container, 2425 ML | Clear, Durable & Elegant Kitchen Organizer | Multipurpose Airtight Storage Jars Container for Food, Pulses, Spices, Cookies, Snacks | (Bulk Pack).",18,145.34,145.34,Correct,171.5,171.5,Correct,245,,Incorrect,0,324,0,324,"Baroda Warehouse 1 - PO Qty: 324, Available: 0, Unavailable: 324<br>PO Required: 324",
"RETAILEZ PRIVATE LIMITED - ISK3",686TR9AH,"B6FB 6 piece","RETAILEZ PRIVATE LIMITED - ISK3",ISK3,16-03-2026,19-04-2026,70134900,Amazon,B0CRDK3YND,"Yera Artistry 160 ml Glass Bowl Set of 6 Pcs, Elegent Bowls for Serving Ice Cream, Pudding & Other Desserts, Ideal Bowls for Gifting & Daily use, Dishwasher Safe.",18,137.71,137.71,Correct,162.5,162.5,Correct,250,,Incorrect,0,256,0,256,"Baroda Warehouse 1 - PO Qty: 256, Available: 0, Unavailable: 256<br>PO Required: 256",
"RETAILEZ PRIVATE LIMITED - ISK3",27J5QF7C,"B6FB 6 piece","RETAILEZ PRIVATE LIMITED - ISK3",ISK3,09-03-2026,12-04-2026,70134900,Amazon,B0CRDK3YND,"Yera Artistry 160 ml Glass Bowl Set of 6 Pcs, Elegent Bowls for Serving Ice Cream, Pudding & Other Desserts, Ideal Bowls for Gifting & Daily use, Dishwasher Safe.",18,137.71,137.71,Correct,162.5,162.5,Correct,250,,Incorrect,0,256,0,256,"Baroda Warehouse 1 - PO Qty: 256, Available: 0, Unavailable: 256<br>PO Required: 256",
"RETAILEZ PRIVATE LIMITED - ISK3",686TR9AH,JR2,"RETAILEZ PRIVATE LIMITED - ISK3",ISK3,16-03-2026,19-04-2026,70134900,Amazon,B07SZ867ZX,"Yera Glass Aahaar Jars Storage Container, 2425 ML | Clear, Durable & Elegant Kitchen Organizer | Multipurpose Airtight Storage Jars Container for Food, Pulses, Spices, Cookies, Snacks | (Bulk Pack).",18,145.34,145.34,Correct,171.5,171.5,Correct,245,,Incorrect,0,216,0,216,"Baroda Warehouse 1 - PO Qty: 216, Available: 0, Unavailable: 216<br>PO Required: 216",
"RETAILEZ PRIVATE LIMITED - ISK3",686TR9AH,B9OFL,"RETAILEZ PRIVATE LIMITED - ISK3",ISK3,16-03-2026,19-04-2026,70134900,B0CRDJH5YZ,B0CRDJH5YZ,"Yera Ice Cream Delight 250 ml Glass Bowl Set of 6 Pcs Perfect of Puddings, Desserts, Ice Cream & Other, Ideal for Every Day use or Gifting Set, Dishwasher Safe.",18,154.24,154.24,Correct,182,182,Correct,280,,Incorrect,0,64,0,64,"Baroda Warehouse 1 - PO Qty: 64, Available: 0, Unavailable: 64<br>PO Required: 64",
"RETAILEZ PRIVATE LIMITED - ISK3",27J5QF7C,B9OFL,"RETAILEZ PRIVATE LIMITED - ISK3",ISK3,09-03-2026,12-04-2026,70134900,B0CRDJH5YZ,B0CRDJH5YZ,"Yera Ice Cream Delight 250 ml Glass Bowl Set of 6 Pcs Perfect of Puddings, Desserts, Ice Cream & Other, Ideal for Every Day use or Gifting Set, Dishwasher Safe.",18,154.24,154.24,Correct,182,182,Correct,280,,Incorrect,0,64,0,64,"Baroda Warehouse 1 - PO Qty: 64, Available: 0, Unavailable: 64<br>PO Required: 64",
"RETAILEZ PRIVATE LIMITED - ISK3",686TR9AH,JR500-ST,"RETAILEZ PRIVATE LIMITED - ISK3",ISK3,16-03-2026,19-04-2026,70134900,Amazon,B0CRDVYY7D,"Yera Glass Jar with Plastic Lid - 575ml | Perfect for Storing Pulses and Masala | Kitchen Storage Essential (Set of 2)",18,94,94,Correct,110.92,110.92,Correct,165,,Incorrect,0,45,0,45,"Baroda Warehouse 1 - PO Qty: 45, Available: 0, Unavailable: 45<br>PO Required: 45",
"RETAILEZ PRIVATE LIMITED - ISK3",27J5QF7C,T9FC,"RETAILEZ PRIVATE LIMITED - ISK3",ISK3,09-03-2026,12-04-2026,70134900,B07R7TCQ54,B07R7TCQ54,"Yera Classic Glass Tumbler (Transparent, 255 ml)- 6 Pcs | High-Quality Transparent Glassware for Water, Juice, Cocktails, Cold Drinks | Ideal for Home, Parties & Special Occasions | Dishwasher Safe.",18,182,182,Correct,214.76,214.76,Correct,260,,Incorrect,0,8,8,0,"Baroda Warehouse 1 - PO Qty: 8, Available: 8, Unavailable: 0",
"RETAILEZ PRIVATE LIMITED - ISK3",686TR9AH,TB10,"RETAILEZ PRIVATE LIMITED - ISK3",ISK3,16-03-2026,19-04-2026,70134900,B0FGVDSL81,B0FGVDSL81,"Yera PrimaPrima Berlin Glass Tumblers Transparent 260 ml Pack of 6 Pcs | Tumblers for Water, Cold Drinks, Juice | Dishwasher Safe | for Daily use & Gifting",18,157.4,157.4,Correct,185.73,185.73,Correct,300,,Incorrect,0,5,5,0,"Baroda Warehouse 1 - PO Qty: 5, Available: 5, Unavailable: 0",
"RETAILEZ PRIVATE LIMITED - ISK3",4SWFS3OR,TD11,"RETAILEZ PRIVATE LIMITED - ISK3",ISK3,02-03-2026,06-04-2026,70134900,B0FGVJMF3N,B0FGVJMF3N,"Yera Prima Pyramid Zest Glass Tumblers Transparent 210 ml Pack of 6 Pcs | Tumblers for Water, Cold Drinks, Juice | Dishwasher Safe | for Daily use & Gifting",18,179,179,Correct,211.22,211.22,Correct,375,,Incorrect,0,5,5,0,"Baroda Warehouse 1 - PO Qty: 5, Available: 5, Unavailable: 0",
"RETAILEZ PRIVATE LIMITED - ISK3",686TR9AH,TD11,"RETAILEZ PRIVATE LIMITED - ISK3",ISK3,16-03-2026,19-04-2026,70134900,B0FGVJMF3N,B0FGVJMF3N,"Yera Prima Pyramid Zest Glass Tumblers Transparent 210 ml Pack of 6 Pcs | Tumblers for Water, Cold Drinks, Juice | Dishwasher Safe | for Daily use & Gifting",18,179,179,Correct,211.22,211.22,Correct,375,,Incorrect,0,3,3,0,"Baroda Warehouse 1 - PO Qty: 3, Available: 3, Unavailable: 0",
"RETAILEZ PRIVATE LIMITED - ISK3",27J5QF7C,TD11,"RETAILEZ PRIVATE LIMITED - ISK3",ISK3,09-03-2026,12-04-2026,70134900,B0FGVJMF3N,B0FGVJMF3N,"Yera Prima Pyramid Zest Glass Tumblers Transparent 210 ml Pack of 6 Pcs | Tumblers for Water, Cold Drinks, Juice | Dishwasher Safe | for Daily use & Gifting",18,179,179,Correct,211.22,211.22,Correct,375,,Incorrect,0,1,1,0,"Baroda Warehouse 1 - PO Qty: 1, Available: 1, Unavailable: 0",
"RETAILEZ PRIVATE LIMITED - ISK3",27J5QF7C,TP-260,"RETAILEZ PRIVATE LIMITED - ISK3",ISK3,09-03-2026,12-04-2026,70134900,Amazon,B0CRDVF87G,"Yera 260ml Glass Parabolic Tumbler Set - Ideal for Juice and Water, Set of 6 for Refreshing Enjoyment",18,173.52,173.52,Correct,204.75,204.75,Correct,315,,Incorrect,0,1,1,0,"Baroda Warehouse 1 - PO Qty: 1, Available: 1, Unavailable: 0",
