"Customer Name","PO Number","SKU Code","Facility Name","Facility Location","PO Date","PO Expiry Date",HSN,"Portal Code","Item Code",Description,GST,"Basic Rate","Product Basic Rate","Basic Rate Confirmation","Net Landing Rate","Product Net Landing Rate","Net Landing Rate Confirmation",MRP,"Product MRP","MRP Confirmation","Case Pack Quantity","PO Quantity","Available Quantity","Unavailable Quantity","Warehouse Allocation",Reason
"PJTJ TECHNOLOGIES PRIVATE LIMITED ",KWBPO60991,"SPVT006P_Set of 4","PJTJ TECHNOLOGIES PRIVATE LIMITED - kolkatta","PJTJ TECHNOLOGIES PRIVATE LIMITED
Global loginfra park, Bangihati more
NH-2, Old delhi road, PO- Mallickpara, PS- Srirampur
Kolkata, West Bengal - 712203, India",16-01-2026,17-02-2026,70133700,Swiggy,321480,"Neelam Stainless Steel Prem Vati (200ml, Silver) 4.0 pieces",5,226.84,0,Incorrect,238.18,0.00,Incorrect,424,424,Correct,0,60,0,60,"PO Required: 60",
"PJTJ TECHNOLOGIES PRIVATE LIMITED ",KWBPO60991,SSCHIPIYA,"PJTJ TECHNOLOGIES PRIVATE LIMITED - kolkatta","PJTJ TECHNOLOGIES PRIVATE LIMITED
Global loginfra park, Bangihati more
NH-2, Old delhi road, PO- Mallickpara, PS- Srirampur
Kolkata, West Bengal - 712203, India",16-01-2026,17-02-2026,70133700,Swiggy,380107,"Neelam 29cm Stainless Steel Pakad/Tongs - Silver 1.0 Piece",5,53.5,0,Incorrect,56.18,0.00,Incorrect,100,100,Correct,0,36,0,36,"PO Required: 36",
"PJTJ TECHNOLOGIES PRIVATE LIMITED ",KWBPO60991,SGRL007P,"PJTJ TECHNOLOGIES PRIVATE LIMITED - kolkatta","PJTJ TECHNOLOGIES PRIVATE LIMITED
Global loginfra park, Bangihati more
NH-2, Old delhi road, PO- Mallickpara, PS- Srirampur
Kolkata, West Bengal - 712203, India",16-01-2026,17-02-2026,70133700,Swiggy,503203,"Neelam Royal Glass (300ml, Silver) 1.0 Piece",5,56.18,0,Incorrect,58.99,0.00,Incorrect,105,105,Correct,0,30,0,30,"PO Required: 30",
"PJTJ TECHNOLOGIES PRIVATE LIMITED ",KWBPO60991,SSDD162P,"PJTJ TECHNOLOGIES PRIVATE LIMITED - kolkatta","PJTJ TECHNOLOGIES PRIVATE LIMITED
Global loginfra park, Bangihati more
NH-2, Old delhi road, PO- Mallickpara, PS- Srirampur
Kolkata, West Bengal - 712203, India",16-01-2026,15-02-2026,70133700,Swiggy,76578,"Neelam Stainless Steel Deep Dabba Storage Container (4.6L, Silver) 1.0 Piece",5,339.72,0,Incorrect,356.71,0.00,Incorrect,635,635,Correct,0,12,0,12,"PO Required: 12",
"PJTJ TECHNOLOGIES PRIVATE LIMITED ",KWBPO60991,SDWS001M,"PJTJ TECHNOLOGIES PRIVATE LIMITED - kolkatta","PJTJ TECHNOLOGIES PRIVATE LIMITED
Global loginfra park, Bangihati more
NH-2, Old delhi road, PO- Mallickpara, PS- Srirampur
Kolkata, West Bengal - 712203, India",16-01-2026,15-02-2026,70133700,Swiggy,81321,"neelam Stainless Steel Small Wall Sober Mug (150ml, Silver) 1.0 Piece",5,106.47,0,Incorrect,111.79,0.00,Incorrect,199,199,Correct,0,48,0,48,"PO Required: 48",
"PJTJ TECHNOLOGIES PRIVATE LIMITED ",KWBPO60991,SSCDM2PCSTG,"PJTJ TECHNOLOGIES PRIVATE LIMITED - kolkatta","PJTJ TECHNOLOGIES PRIVATE LIMITED
Global loginfra park, Bangihati more
NH-2, Old delhi road, PO- Mallickpara, PS- Srirampur
Kolkata, West Bengal - 712203, India",16-01-2026,15-02-2026,70139900,Swiggy,825312,"Neelam Stainless Steel Tea & Sugar Jars (600ml, Silver) 2.0 pieces",5,248.24,0,Incorrect,260.65,0.00,Incorrect,435,435,Correct,0,48,0,48,"PO Required: 48",
"PJTJ TECHNOLOGIES PRIVATE LIMITED ",KWBPO60991,TDBD008P,"PJTJ TECHNOLOGIES PRIVATE LIMITED - kolkatta","PJTJ TECHNOLOGIES PRIVATE LIMITED
Global loginfra park, Bangihati more
NH-2, Old delhi road, PO- Mallickpara, PS- Srirampur
Kolkata, West Bengal - 712203, India",16-01-2026,15-02-2026,70133700,Swiggy,85071,"Neelam Stainless Steel Double Decker Round Lunch Box (450ml, Silver) 1.0 pack",5,170.66,0,Incorrect,179.19,0.00,Incorrect,319,319,Correct,0,48,0,48,"PO Required: 48",
"CLOUDKART VENTURES PRIVATE LIMITED ",CHCPO311461,TTFS083P,"CLOUDKART VENTURES PRIVATE LIMITED -  Hyderabad","CLOUDKART VENTURES PRIVATE LIMITED
Sy no. 518, 527
, Kistapur Village, opp RDC Concrets, Medchal,
Hyderabad, Telangana - 501401, India",16-01-2026,15-02-2026,70133700,Swiggy,299657,"Neelam Stainless Steel Clipper Tiffin Box -Container (1200ml, Silver) 1.0 pack",5,262.15,0,Incorrect,275.26,0.00,Incorrect,490,490,Correct,0,36,0,36,"PO Required: 36",
"CLOUDKART VENTURES PRIVATE LIMITED ",CHCPO311461,SGRL007P,"CLOUDKART VENTURES PRIVATE LIMITED -  Hyderabad","CLOUDKART VENTURES PRIVATE LIMITED
Sy no. 518, 527
, Kistapur Village, opp RDC Concrets, Medchal,
Hyderabad, Telangana - 501401, India",16-01-2026,15-02-2026,70133700,Swiggy,503203,"Neelam Royal Glass (300ml, Silver) 1.0 Piece",5,56.18,0,Incorrect,58.99,0.00,Incorrect,105,105,Correct,0,60,0,60,"PO Required: 60",
"CLOUDKART VENTURES PRIVATE LIMITED ",CHCPO311461,TTFS073P,"CLOUDKART VENTURES PRIVATE LIMITED -  Hyderabad","CLOUDKART VENTURES PRIVATE LIMITED
Sy no. 518, 527
, Kistapur Village, opp RDC Concrets, Medchal,
Hyderabad, Telangana - 501401, India",16-01-2026,15-02-2026,70139900,Swiggy,57134,"Neelam Stainless Steel Lunch Box (3 Containers 1100ml, Silver) 1.0 pack",5,208.65,0,Incorrect,219.08,0.00,Incorrect,390,390,Correct,0,36,0,36,"PO Required: 36",
"CLOUDKART VENTURES PRIVATE LIMITED ",CHCPO311461,TDHT073P,"CLOUDKART VENTURES PRIVATE LIMITED -  Hyderabad","CLOUDKART VENTURES PRIVATE LIMITED
Sy no. 518, 527
, Kistapur Village, opp RDC Concrets, Medchal,
Hyderabad, Telangana - 501401, India",16-01-2026,15-02-2026,70133700,Swiggy,69520,"Neelam SS Dura Hot Lunch Box (1100ml, Silver) 1.0 pack",5,422.65,0,Incorrect,443.78,0.00,Incorrect,790,790,Correct,0,36,0,36,"PO Required: 36",
"CLOUDKART VENTURES PRIVATE LIMITED ",CHCPO311461,TTFS072P,"CLOUDKART VENTURES PRIVATE LIMITED -  Hyderabad","CLOUDKART VENTURES PRIVATE LIMITED
Sy no. 518, 527
, Kistapur Village, opp RDC Concrets, Medchal,
Hyderabad, Telangana - 501401, India",15-01-2026,14-02-2026,82159900,Swiggy,76701,"Neelam Stainless Steel Lunch Box (2 Containers, 800ml, Silver) 1.0 pack",5,155.15,0,Incorrect,162.91,0.00,Incorrect,290,290,Correct,0,30,0,30,"PO Required: 30",
"CLOUDKART VENTURES PRIVATE LIMITED ",CHCPO311461,CIBK012P,"CLOUDKART VENTURES PRIVATE LIMITED -  Hyderabad","CLOUDKART VENTURES PRIVATE LIMITED
Sy no. 518, 527
, Kistapur Village, opp RDC Concrets, Medchal,
Hyderabad, Telangana - 501401, India",15-01-2026,14-02-2026,73239390,Swiggy,800049,"Neelam Stainless Steel Induction Bottom Kadai (Silver) 800.0 ml",5,441.91,0,Incorrect,464.01,0.00,Incorrect,826,826,Correct,0,24,0,24,"PO Required: 24",
