"Customer Name","PO Number","SKU Code","Facility Name","Facility Location","PO Date","PO Expiry Date",HSN,"Portal Code","Item Code",Description,GST,"Basic Rate","Product Basic Rate","Basic Rate Confirmation","Net Landing Rate","Product Net Landing Rate","Net Landing Rate Confirmation",MRP,"Product MRP","MRP Confirmation","Case Pack Quantity","PO Quantity","Available Quantity","Unavailable Quantity","Warehouse Allocation",Reason
"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED",IRM35123583,"BS801 ( 2 piece ) orange lid","INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,13-03-2026,10-04-2026,70133900,,40183528,"Yera Glass Storage Bowl - With Orange Lid 785 ml  (Set of 2)",18,159.24,0,Incorrect,187.62,0,Incorrect,325,0,Incorrect,0,36,0,0,,"SKU Not Found"
"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED",IRM35123583,JR750-ST,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,13-03-2026,10-04-2026,70133900,,40183545,"Yera Jar With Steel Cap Set 860 ml  Set of 2",18,176.4,0,Incorrect,207.68,0,Incorrect,360,0,Incorrect,0,24,0,0,,"SKU Not Found"
"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED",IRM35123583,"KR-0600 ( set of 4 )","INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,13-03-2026,10-04-2026,70133900,,40183555,"Yera Pantry/Cookie/Snacks Round Glass Jar With Blue Lid 580 ml  Set of 4",18,225.4,0,Incorrect,265.50,0,Incorrect,460,0,Incorrect,0,72,0,0,,"SKU Not Found"
"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED",IRM35123583,KSM600,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,13-03-2026,10-04-2026,70133900,,40207580,"Yera Glass Storage Jar - With Steel See Through Lid 595 ml  (Set of 2)",18,155.55,0,Incorrect,182.90,0,Incorrect,305,0,Incorrect,0,20,0,0,,"SKU Not Found"
"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED",IRM35123600,B00410,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,13-03-2026,10-04-2026,70133900,,40207443,"Ocean San Marino Hi Ball Glass Set - Transparent, B00410 290 ml  (Set of 6)",18,318.68,0,Incorrect,375.24,0,Incorrect,607,0,Incorrect,0,19,0,0,,"SKU Not Found"
"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED",IRM35123600,B00914,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,13-03-2026,10-04-2026,70133900,,40211706,"Ocean Pilsner Long Drink Glass - New, B00914 400 ml  (Set of 6)",18,405.3,0,Incorrect,478.25,0,Incorrect,772,748,Incorrect,48,16,0,16,"Baroda Warehouse 1 - PO Qty: 16, Available: 0, Unavailable: 16<br>PO Required: 16",
"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED",IRM35123600,1019R11,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,13-03-2026,10-04-2026,70133900,,40211708,"Ocean Lexington Red Wine - New, 1019R11 315 ml  (Set of 6)",18,796.42,0,Incorrect,939.28,0,Incorrect,2033,0,Incorrect,0,48,0,0,,"SKU Not Found"
"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED",IRM35123600,B11011,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,13-03-2026,10-04-2026,70133700,,40245715,"Ocean Plaza Hi Ball Glass - High Quality 320 ml  (Set of 6)",18,387.45,0,Incorrect,457.19,0,Incorrect,899,899,Correct,0,9,0,9,"Baroda Warehouse 1 - PO Qty: 9, Available: 0, Unavailable: 9<br>PO Required: 9",
"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED",IRM35123602,JR500-ST,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,13-03-2026,10-04-2026,70133900,,40183541,"Yera Glass Jar With Steel Cap 565 ml  Set of 2",18,137.2,0,Incorrect,161.9,0,Incorrect,280,210,Incorrect,0,30,0,30,"Baroda Warehouse 1 - PO Qty: 30, Available: 0, Unavailable: 30<br>PO Required: 30",
"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED",IRM35123602,T9C,"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,13-03-2026,10-04-2026,70133900,,40183567,"Yera Water/Juice Glass 265 ml  Set of 6",18,99.45,0,Incorrect,116.82,0,Incorrect,195,0,Incorrect,0,48,0,0,,"SKU Not Found"
"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED",IRM35123602,"B7FH 3 piece","INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,13-03-2026,10-04-2026,70133900,,40207570,"Yera Small Storage Pickle Chutney Jars With Lid 3 pcs  ",18,68.85,0,Incorrect,81.24,0,Incorrect,135,135,Correct,0,72,0,72,"Baroda Warehouse 1 - PO Qty: 72, Available: 0, Unavailable: 72<br>PO Required: 72",
"INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED",IRM35123602,"B6FB 6 piece","INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED - Bengaluru BBBLR005",Bangalore-2-FV-FMCG-DC,13-03-2026,10-04-2026,70133900,,40207573,"Yera Vega Snack bowls 6 pcs  ",18,122.5,0,Incorrect,143.96,0,Incorrect,250,0,Incorrect,0,48,0,0,,"SKU Not Found"
